"","Intercept","layup","dunk","hook","fadeaway","pullup","running","driving","reverse","fingerroll","putback","turnaround","bank","point_diff","tip","TOUCH_TIME","DRIBBLES","ratio","jump_shot","End_SC","End_PC","LOCATION","Quick_S","Clutch_T","Garbage_T","SHOT_CLOCK","SHOT_NUMBER","Player_ID"
"1",-0.276914008432236,-0.0700516642177627,0.0556282399265702,0.000543557972682589,0.28307965231151,0.28509217104812,0.0404776606449711,0.421653424439271,0.0490351794765937,0.0438925631515092,0.0255866720062609,0.130590736054586,0.210328773365559,0.225104098804021,-0.416804876031018,-0.220741652357372,0.196446615085607,-0.22844002001755,0.00206312150301501,-0.146463410397794,-0.165376561076011,-0.129157639576812,-0.191322600885022,0.317648704214824,-0.041761205784067,0.0887931056196,-0.262609918893752,"1"
"2",-0.608534181894406,0.0240382735110244,0.335576390244878,0.0344141983418675,0.688971530847697,0.677453671570689,0.213307135315279,0.173690483743,0.414347596988117,0.0589814102708629,0.279620465843775,-0.144620150716702,-0.675241379796011,-0.227777283415786,-0.137551364149496,-0.923524509875039,0.130214618255139,-1.66620631000539,-0.153582727563239,-0.0294142677932277,0.020341792460109,0.0904193444402331,0.0109993449840829,-0.0819636619791829,0.10865852826166,0.0728858315593986,-0.00559156748802239,"2"
"3",0.266830492690415,0.092528334826241,0.648083788294509,-0.123892596856757,-0.151191585797289,0.0880681362672785,0.0975276345332763,-0.3041931194725,0.401442331218574,0.377833938634972,0.293347960438583,-0.0109305203541636,0.512807057596639,-0.13017814939574,0.0554904744812359,0.14001521726591,-0.512785746240465,-0.173567339427631,-0.412916812742245,0.151466802300997,-0.00891948335168343,0.0166191226585238,-0.305597685687184,-0.0504704294268493,-0.112173415395624,0.212162011667888,0.11488992467215,"3"
"4",0.346228222264766,-0.0135510724940736,0.610917169417381,-0.0636602446549873,0.0106362224194081,0.0141712365107469,0.0862583739713214,0.059233228629424,0.242286751685893,-0.0353064829556951,-0.031991259714718,-0.0621867651023422,0.263892225759003,0.0900111986607893,-0.0459094210771829,-0.0324752878269782,-0.0296323406755635,-0.0735441804994614,-0.280254268871133,-0.241743200995809,-0.0115735530569822,-0.0838244478935743,0.00478782805220115,0.129062478073877,-0.0475426148046342,0.124181596159219,0.265375051440072,"4"
"5",0.0894286954472839,0.20937388642133,0.328437639709036,0.0805695274036099,0.0261508526367926,-0.0190581765434711,0.100979048826733,-0.0752412771297322,-0.012143447170809,0.434368198590877,0.412967551515733,-0.265489348289882,0.56029476760219,-0.246646347148226,-0.00196311411004723,0.173963343704324,-0.431282498016502,-0.347235996962012,-0.349360841040244,-0.294478799405568,0.179247784818756,0.171724448843081,0.257921458141671,0.105416000052267,0.0460919268833931,-0.198080345995745,-0.253765645185314,"5"
"6",-0.434295116106468,-0.059782852940007,0.271093816481031,0.00617314373037397,0.0675596600886523,0.0925527645610087,0.495894282094636,0.314572860235144,-0.0257791979800584,0.328893599872703,0.0822601823816747,0.0216071541712839,0.0124117265593958,-0.154967291947967,-0.0871147231938414,-0.615707782309453,0.49802947951517,-0.422422960813134,-0.864959183614615,0.148617433240269,0.121110647711265,-0.0662600324839313,0.0178783651349006,0.115495059782056,-0.0174019342966144,0.0742248539361052,0.0687865966311997,"6"
"7",-0.0728421675295376,0.346690572868397,0.965126837068261,-0.223530154389425,-0.0168311244639451,0.329820565795995,0.22597491594645,1.04860357844882,-0.266978836674614,-0.0578865159248817,0.0435152998513517,0.267596365634553,-0.506206871881651,0.578078616729504,-0.00349290068999703,-1.42373872785425,0.903565658554014,-0.00616853082257927,-0.455439188816797,-0.140435121309163,0.00243493348166163,-0.882847918431496,0.00484257371929105,-0.138725635223402,-0.15093734016706,-0.200936924498868,0.048221371522315,"7"
"8",0.866515514556877,0.142032678413309,-0.174071124883743,-0.159324359213707,0.0669482052273647,0.667406995567613,0.0332147013174694,0.91604103589771,0.218342529469471,0.373975854852126,-0.0800654628663512,0.164109608211684,0.633302339731363,0.176985979817213,-0.0751315599146954,-0.133573002903997,0.0318472384444475,-0.537902933972955,-0.154418778114452,0.0341219484864511,-0.0289654702809099,0.112876658651571,-0.392279565047161,-0.677349832921097,-0.0999147768564169,0.440861939576154,0.676402789582606,"8"
"9",0.395626033215361,0.128577101550095,0.426203193589975,-0.0425496751762936,-0.039364567606052,0.36450190291945,0.326501202187383,0.628614035354927,0.387810287061918,0.352451034822746,-0.0817041846245772,0.27937981183162,0.142349278836371,0.258038609181841,-0.0922989894119494,-0.529660196783052,-0.0930528989027492,-0.616659164215531,-0.273296975692767,-0.110505940795094,-0.0132247996890335,-0.266653016074748,-0.12656203294244,0.159884345729812,-0.0371471689131245,0.212277878226771,-0.0511184616387401,"9"
"10",0.0338532984651529,0.073334814669561,-0.00680066501506298,-0.582093562219227,0.455586972810758,0.201842219831742,0.00718296232279934,0.442747994914765,-0.104743669205087,0.291335952870089,0.292255067596189,0.285730690465732,0.386019287488552,0.334757594578992,0.4669845395781,-0.0670578115162183,-0.431758058558235,-0.130275860865917,-0.228377472037746,-0.0638628444916961,-0.00113163202981379,-0.285668043503593,0.207149542690074,0.215622323195875,0.0455030106744599,-0.203661465070122,-0.000171816237040995,"10"
"11",-0.0408014401797021,0.0986284940510436,0.0081964517306917,0.0284207477704426,0.0400982992596303,0.259169730429553,-0.0170066608328997,0.103046928934002,0.103532027056151,-0.0918642606294495,0.00377002620117275,0.138664902423589,0.0880578210204525,0.134149499962296,0.00541021897496872,-0.717796864465965,0.669725378971012,-0.169581970128832,-0.204787717684637,-0.202435432287977,0.00136389122074666,-0.342102380471901,0.133891772353381,0.0783377127913674,0.0834899045582424,-0.143369263522601,-0.287085026653568,"11"
"12",0.143974179479558,0.602873914596754,0.588230103239178,0.0467571082836377,0.0727953505697991,-0.531054901903933,0.263410026619989,0.397356894301441,0.111572382841408,0.293801270544449,-0.00044704381834935,0.0734696660392808,0.146294242894961,0.0178928749095951,0.0450696333048332,-0.0887560621967066,-0.315317676255783,0.0658351596326632,0.167593850140739,-0.031540371603183,-0.160771676366091,-0.0198680163038119,-0.132207984369928,-0.0595917869490188,-0.260105835398978,0.0856288235829196,0.0567427481780776,"12"
"13",-0.26734873162761,0.216785602760954,0.528943538322217,0.13126481897435,0.028211628107889,0.240232777441751,0.235032170726897,0.254710406769732,-0.0469387205696649,-0.00736957596618343,0.0247028467291124,0.120542753621849,0.0060171911485448,0.0149059641216255,-0.468938297958137,-0.512131528424247,0.0599676239660576,-0.465955041961859,-0.373721395309305,0.0857618814114671,0.194962716147615,0.202944386977921,-0.352861877599985,0.125469806217088,-0.00134249215298282,0.250925144612036,-0.414891679350104,"13"
"14",0.258372939371008,-0.20081123773333,0.537962432142949,0.17730000689978,-0.020450062905603,0.460953569647203,0.385994816112328,0.553503772101803,0.465623485270986,0.41083752787564,-0.320983022793097,0.583495097760322,0.479329128674203,0.029514445195482,0.354329913508129,-0.266950568254409,-0.204786972464616,-0.244046034762507,-0.339256783150038,-0.09516938138006,-0.00863676826440682,-0.0455446976022938,0.0962318395401876,-0.18326384268905,-0.22099244248488,0.0963923319111794,0.155750853000825,"14"
"15",0.103141433397813,0.0716348655147474,0.53056448207406,0.144234919986484,-0.486974188794064,0.117694345947907,-0.085469968678819,0.333918557830787,0.0302452205767971,0.328225869894589,-0.14114363145005,0.138581777084937,0.507363889594143,0.0580520898503673,0.00489343683381592,-0.360802027727739,0.147402176796957,-0.0390635006640078,-0.264445851535051,-0.0214045876642063,-0.144719129284904,-0.206921766012431,0.168531943340456,0.0247949848908356,-0.0786815142716605,0.174569273203241,-0.116039084280751,"15"
